id,satisfied,evaluation,projects,work_hours,total_time_spent,had_accident,still_working,got_promoted,department,salary_range
8597,0.68,0.69,"Farmy, SecCamp ,Drug Design,Smurfs",225,2,0,0,0,technical,low
8598,0.89,0.97," SecCamp ,Smurfs  ,  Drug Design  ,Smurfs",147,2,0,0,0,technical,low
8599,0.5,0.76,"Smurfs  ,  Drug Design  ,AiFest23,  AiFest23  ",229,3,1,0,0,technical,low
8600,0.58,0.43,"SecCamp ,  Penalizing System,AiFest23",194,2,1,0,0,RandD,medium
8601,0.65,0.78,"  AiFest23  ,Smurfs  ,  Penalizing System,  Drug Design  ",205,2,0,0,0,support,medium
8602,0.81,0.96,"Salah lFrog,Drug Design, SecCamp ,SecCamp ",143,3,1,0,0,technical,medium
8603,0.41,0.46,"Farmy,Raid Dorms Cook",151,3,0,1,0,product_mng,low
8604,0.77,0.75,"Raid Dorms Cook,Farmy,Penalizing System",272,3,0,0,0,technical,low
8605,0.75,0.56,"  AiFest23  ,Smurfs  ,Penalizing System,AiFest23, SecCamp ",175,4,0,0,0,support,low
8606,0..7,0.63,"Penalizing System,Farmy, SecCamp ",157,2,0,0,0,RandD,medium
8607,0.1,0.96,"Smurfs  ,  AiFest23  ,AiFest23,  Penalizing System,Smurfs,Raid Dorms Cook",303,4,0,1,0,sales,low
8608,0.66,0.89,"Smurfs,  Penalizing System, SecCamp ,AiFest23",173,4,0,0,0,support,low
8609,0.58,0.84,"Salah lFrog,Penalizing System,Raid Dorms Cook,Drug Design,AiFest23",228,3,0,0,0,product_mng,medium
8610,0.76,0.72,"  Drug Design  ,Raid Dorms Cook,AiFest23,  AiFest23  ,Penalizing System",228,2,0,0,0,sales,high
8611,0.78,0.54,"AiFest23,  Drug Design  ,Drug Design",161,3,0,0,0,support,medium
8612,0.11,0.82,"  Drug Design  ,Drug Design,Smurfs,  Penalizing System,Smurfs  ,AiFest23",270,4,0,1,0,product_mng,low
8613,0.95,0.65,"Smurfs,Drug Design, SecCamp ,SecCamp ,WebCamp",182,3,0,0,0,marketing,low
8614,0.74,0.7,"Salah lFrog,Farmy,  AiFest23  ",253,4,1,0,0,RandD,medium
8615,0.42,0.5,"Salah lFrog,Smurfs,  Drug Design  ,Raid Dorms Cook,  Penalizing System",286,4,0,0,0,sales,high
8616,,0.6," SecCamp ,AiFest23,  AiFest23  ,  Penalizing System,Drug Design",236,3,1,0,1,sales,medium
8617,0.73,0.87,"Raid Dorms Cook,Penalizing System,Smurfs",181,3,0,0,0,support,low
8618,0.72,0.8,"  AiFest23  ,Drug Design,Farmy",158,3,0,0,0,sales,medium
8619,0.99,0.55,"Smurfs,AiFest23,  AiFest23  ",170,3,0,0,0,marketing,medium
8620,0.99,0.78,"  AiFest23  ,Penalizing System",177,4,0,0,0,product_mng,low
8621,0.09,0.86,"Drug Design,SecCamp ,Raid Dorms Cook,Penalizing System,AiFest23,Smurfs",245,4,0,1,0,sales,low
8622,0.72,0.96,"Penalizing System,Smurfs  ,Drug Design",143,3,0,0,0,sales,low
8623,0.11,0.84,"Smurfs  ,Penalizing System,AiFest23,  AiFest23  ,Drug Design,  Drug Design  ",251,4,0,1,0,technical,medium
8624,0.95,0.53,"WebCamp, SecCamp ,Smurfs",264,3,0,0,0,sales,low
8625,0.83,0.81,"WebCamp,Smurfs,Drug Design,  AiFest23  ,AiFest23",219,5,0,1,0,sales,low
8626,0.65,0.64,"Salah lFrog,Drug Design,SecCamp ,Raid Dorms Cook,Smurfs  ",206,3,0,0,0,technical,low
8627,0.86,0.92,"Drug Design,Salah lFrog,  Penalizing System,  AiFest23  ,Smurfs",252,5,0,1,0,RandD,low
8628,0.83,0.99,"Farmy,Raid Dorms Cook,Smurfs  , SecCamp ",223,5,0,1,0,accounting,medium
8629,0.54,0.94,"AiFest23,  Penalizing System,Smurfs  ,  Drug Design  ",267,4,0,0,0,support,low
8630,0.43,0.47,"  AiFest23  ,Raid Dorms Cook",135,3,0,1,0,sales,low
8631,0.57,0.5,"  AiFest23  ,Smurfs,Raid Dorms Cook,  Drug Design  ,SecCamp ",149,5,1,0,0,RandD,medium
8632,0.2,0.5,"  Penalizing System,SecCamp ,WebCamp,Smurfs,  Drug Design  ",135,6,0,1,0,RandD,low
8633,0.19,0.8,"Salah lFrog, SecCamp ,WebCamp,AiFest23,SecCamp ,Raid Dorms Cook",143,4,0,0,0,RandD,medium
8634,0.76,0.77," SecCamp ,  Drug Design  ,  AiFest23  ,WebCamp",169,10,0,0,0,management,medium
8635,0.97,0.55,"  Drug Design  ,AiFest23,WebCamp,Penalizing System",166,3,1,0,0,accounting,high
8636,0.81,0.81,"Penalizing System,AiFest23,Raid Dorms Cook,  Penalizing System,Drug Design",250,4,0,0,1,sales,medium
8637,0.53,0.75,"Smurfs, SecCamp ",123,4,0,0,0,RandD,medium
8638,0.94,0.99,"AiFest23,WebCamp",273,4,0,0,0,technical,low
8639,0.78,1.0,"  Drug Design  ,AiFest23,Salah lFrog,  Penalizing System,Drug Design",236,5,0,1,0,sales,medium
8640,0.9,0.76,"  Penalizing System,Smurfs  ",211,4,0,0,0,technical,low
8641,0.56,0.86,"  Drug Design  ,SecCamp ,Penalizing System,Drug Design",181,3,0,0,0,marketing,medium
8642,0.48,0.45,"  AiFest23  ,Smurfs  ,AiFest23",277,2,1,0,0,accounting,high
8643,0.63,0.98,"Smurfs,  AiFest23  , SecCamp ,Salah lFrog",187,3,0,0,0,management,high
8644,1.0,0.89,"Drug Design,Raid Dorms Cook,Penalizing System",189,3,0,0,0,sales,low
8645,0.84,1.0,"WebCamp,Smurfs,  Drug Design  ,Farmy,AiFest23",242,5,0,1,0,sales,low
8646,,0.55,"  AiFest23  , SecCamp ",127,3,0,1,0,RandD,medium
8647,0.94,0.52,"  Drug Design  ,AiFest23,Drug Design,  Penalizing System,WebCamp",133,3,0,0,0,support,low
8648,0.95,0.9,"  AiFest23  ,  Drug Design  ",129,5,0,0,0,marketing,medium
8649,0.37,0.45,"Farmy, SecCamp ",160,3,0,1,0,marketing,medium
8650,0.84,0.66,"  Drug Design  ,Smurfs,AiFest23",209,2,0,0,0,sales,low
8651,,0.61,"SecCamp , SecCamp ,WebCamp,  AiFest23  ",173,2,0,0,0,product_mng,low
8652,0.32,0.75,"  AiFest23  ,Smurfs,Salah lFrog",255,4,0,0,0,sales,medium
8653,0.45,0.56,"  AiFest23  , SecCamp ",154,3,0,1,0,marketing,low
8654,0.72,0.76,"Smurfs,Farmy,  Drug Design  ",261,4,0,0,0,IT,medium
8655,0.98,0.61,"Smurfs,Smurfs  ,Raid Dorms Cook,  AiFest23  ,  Drug Design  ",239,3,0,0,0,IT,low
8656,0.09,0.88,"Raid Dorms Cook,  AiFest23  ,Farmy,Smurfs,Penalizing System,Drug Design",269,4,0,1,0,technical,medium
8657,0.93,0.78,"Farmy,Smurfs",188,2,0,0,0,sales,low
8658,0................83,0.88,"  Penalizing System,Drug Design,Salah lFrog",217,2,1,0,0,support,high
8659,0.51,0.53,"  AiFest23  ,SecCamp ,  Drug Design  ",156,3,0,0,0,management,low
8660,0.1,0.83,"  Drug Design  ,Penalizing System,Salah lFrog,  AiFest23  , SecCamp ,SecCamp ",292,4,0,1,0,support,low
8661,0.63,0.58,"Farmy,Drug Design,  AiFest23  ,  Penalizing System",236,2,0,0,0,technical,high
8662,0.53,0.87,"Smurfs, SecCamp ,Salah lFrog",151,2,0,0,0,RandD,low
8663,0.8,0.98,"  Penalizing System,Smurfs,Smurfs  ",209,3,0,0,0,technical,medium
8664,0.65,1.0,"Drug Design,Smurfs,Raid Dorms Cook,Smurfs  ",249,3,0,0,0,sales,medium
8665,0.99,0.99,"WebCamp,Smurfs  ,Raid Dorms Cook",228,4,0,0,0,IT,low
8666,0.69,0.82,"Drug Design,Raid Dorms Cook,Salah lFrog",262,5,1,0,0,IT,medium
8667,0.89,0.63,"  Drug Design  ,Drug Design, SecCamp ",268,3,0,0,0,support,medium
8668,0.09,0.9,"Penalizing System,AiFest23,  Penalizing System,SecCamp ,  Drug Design  ,Salah lFrog,WebCamp",296,4,0,1,0,technical,medium
8669,0.58,0.62,"Raid Dorms Cook,Smurfs,Salah lFrog,AiFest23",238,3,0,1,0,hr,low
8670,0.1,0.83,"Drug Design,  Penalizing System,WebCamp,  Drug Design  ,Raid Dorms Cook, SecCamp ",264,4,1,1,0,sales,medium
8671,0.43,0.41,"Farmy,Salah lFrog,Raid Dorms Cook, SecCamp ",190,3,0,0,0,product_mng,medium
8672,0.91,0.55,"Drug Design,  AiFest23  ,Smurfs,Smurfs  ",179,4,0,0,0,IT,low
8673,0.64,0.91,"Raid Dorms Cook, SecCamp ,  Drug Design  ,Farmy",150,3,0,0,0,technical,low
8674,0.97,0.66,"Farmy,  Penalizing System,Drug Design,Salah lFrog,Smurfs,AiFest23",164,5,0,0,0,support,low
8675,0.72,0.63,"AiFest23,  Penalizing System,  Drug Design  ",149,2,0,0,0,support,medium
8676,0.5,0.7,"  Penalizing System, SecCamp ,  AiFest23  ",188,2,0,0,0,sales,low
8677,0.83,0.36,"Penalizing System,Smurfs  ,Farmy,  AiFest23  ",242,3,0,0,0,sales,low
8678,0.11,0.83,"Drug Design,Farmy,WebCamp,Smurfs  ,Penalizing System,SecCamp ",253,4,0,1,0,support,low
8679,0.5,0.75,"SecCamp , SecCamp ,Penalizing System",204,2,0,0,0,technical,high
8680,0.94,0.61,"Raid Dorms Cook,AiFest23,Smurfs,  Drug Design  ",199,3,0,0,0,sales,low
8681,0.38,0.47,"  Penalizing System,SecCamp ",140,3,1,1,0,IT,low
8682,0.48,0.9,"AiFest23,  Penalizing System,Salah lFrog, SecCamp ",208,3,0,0,0,sales,low
8683,1.0,0.77,"AiFest23, SecCamp ,Raid Dorms Cook,  Penalizing System,Penalizing System",269,3,0,0,0,sales,low
8684,0.82,0.92,"Smurfs,  AiFest23  ,Salah lFrog",187,3,1,0,0,hr,medium
8685,0.67,0.92,"  Drug Design  ,  AiFest23  ,WebCamp,AiFest23",156,2,0,0,0,support,medium
8686,0.23,0.88,"Farmy,Raid Dorms Cook,SecCamp ,Penalizing System",175,6,0,0,0,technical,low
8687,0.51,0.58,"Smurfs  ,WebCamp,Farmy,Salah lFrog",272,3,0,0,0,accounting,medium
8688,0.84,0.74,"Smurfs,Drug Design,  AiFest23  ",182,4,0,1,0,technical,low
8689,0.78,1.0,"WebCamp,  AiFest23  ,Farmy,Raid Dorms Cook",253,5,0,1,0,marketing,low
8690,,0.45,"Drug Design, SecCamp ",154,3,1,1,0,support,medium
8691,0.41,0.56,"SecCamp ,  Drug Design  ",154,3,0,1,1,support,medium
8692,,0.78,"AiFest23,  Penalizing System,Raid Dorms Cook",257,2,0,0,0,sales,low
8693,0.55,0.5,"  Drug Design  ,Farmy,Salah lFrog,AiFest23",179,3,0,0,0,technical,low
8694,0.89,0.99," SecCamp ,  AiFest23  ,Smurfs  ,Salah lFrog,SecCamp ",257,5,0,1,0,accounting,medium
8695,0.75,0.82,"WebCamp,  Drug Design  ,Smurfs,Penalizing System",252,3,0,0,0,technical,low
8696,0.6,0.56,"Penalizing System,Salah lFrog,  Drug Design  ,Farmy",138,3,0,0,0,RandD,low
8697,0.97,0.84,"Salah lFrog,WebCamp, SecCamp ,  Penalizing System",177,6,0,0,0,technical,low
8698,0.95,0.48,"Smurfs,Drug Design, SecCamp ,SecCamp ",225,3,0,0,0,sales,medium
8699,0.63,0.62,"  Penalizing System,SecCamp ,Penalizing System,Raid Dorms Cook",286,5,1,0,0,RandD,low
8700,0.77,0.97,"SecCamp ,Drug Design,Penalizing System",215,2,0,0,0,hr,low
8701,0.82,0.98,"SecCamp ,Penalizing System,AiFest23,Drug Design,Smurfs  ",234,5,0,1,0,marketing,medium
8702,0.74,0.59,"Salah lFrog,Farmy,Smurfs  ,Penalizing System",177,4,1,0,0,sales,medium
8703,0.53,1.0,"Drug Design, SecCamp ,  Drug Design  ",164,4,0,0,0,IT,medium
8704,0.86,0.72,"Raid Dorms Cook,Salah lFrog,Farmy",217,3,0,0,0,sales,low
8705,0.37,0.57,"Smurfs,Salah lFrog",133,3,0,1,0,technical,low
8706,0.79,0.56,"Penalizing System,Drug Design,  AiFest23  ,Smurfs",132,3,0,0,0,support,medium
8707,0.67,0.59,"  Penalizing System,AiFest23,SecCamp ",205,5,0,0,0,support,medium
8708,0.79,1.0,"Smurfs  ,SecCamp ,Farmy,Raid Dorms Cook,  Penalizing System",257,6,0,1,0,sales,low
8709,0.46,0.79,"SecCamp ,AiFest23",108,3,0,0,0,sales,low
8710,0.69,0.76,"AiFest23,Raid Dorms Cook,Smurfs  ,WebCamp,Farmy",255,6,0,0,0,technical,low
8711,0.22,0.52,"Farmy,SecCamp ,Penalizing System,  Drug Design  ,  Penalizing System,  AiFest23  ",217,6,0,0,0,hr,medium
8712,0.88,0.97,"Drug Design,WebCamp,  AiFest23  ,Smurfs  ",255,5,1,1,0,IT,low
8713,0.74,0.82,"  AiFest23  ,  Penalizing System,Smurfs  ,Penalizing System",239,6,0,1,0,IT,low
8714,0.75,0.94,"Smurfs,Farmy,  AiFest23  ,SecCamp ,  Penalizing System",194,4,0,0,0,technical,low
8715,0.6,0.92," SecCamp ,AiFest23",258,5,0,1,0,sales,low
8716,0.4,0.5,"AiFest23, SecCamp ",141,3,1,1,0,technical,low
8717,0.39,0.5," SecCamp ,SecCamp ",142,3,0,1,0,hr,medium
8718,0.75,0.69,"SecCamp ,Farmy,WebCamp",242,3,0,0,0,sales,high
8719,0.92,0.94,"Raid Dorms Cook,Smurfs",224,2,0,0,0,sales,low
8720,0.9,0.94,"  AiFest23  ,  Drug Design  ,Drug Design,Smurfs,Smurfs  ",247,5,0,1,0,technical,low
8721,0.4,0.49,"Salah lFrog,Penalizing System",155,3,0,1,0,hr,medium
8722,0.79,0.45,"  Drug Design  ,WebCamp,Farmy,AiFest23,Smurfs",131,6,0,0,0,support,low
8723,,0.84,"  Penalizing System,Raid Dorms Cook,Smurfs  ,Drug Design,  Drug Design  ",232,3,0,1,0,sales,low
8724,0.63,0.82,"Penalizing System,WebCamp,Salah lFrog,AiFest23, SecCamp ",229,2,0,0,0,support,medium
8725,0.44,0.48,"Smurfs  , SecCamp ",148,3,0,1,0,sales,low
8726,,0.87,"AiFest23, SecCamp ,Smurfs  ,WebCamp,Penalizing System,  Drug Design  ",240,3,1,0,0,hr,low
8727,0.42,0.89,"Smurfs  ,AiFest23,Salah lFrog,Smurfs,  Penalizing System,Farmy",188,5,1,0,0,sales,low
8728,0.64,0.79,"Smurfs,  AiFest23  ,  Penalizing System",253,2,0,0,0,sales,low
8729,0.17,0.48,"  Penalizing System,AiFest23,  Drug Design  , SecCamp ,Farmy,Penalizing System",270,5,0,0,0,technical,low
8730,0.72,0.62,"Smurfs  ,Raid Dorms Cook,  Penalizing System",243,2,1,0,0,hr,low
8731,0.14,0.83,"AiFest23,Salah lFrog,Smurfs,SecCamp ,  Penalizing System, SecCamp ",275,6,0,0,0,technical,low
8732,0.77,0.93,"AiFest23,Farmy,  Drug Design  ,Smurfs",171,2,0,0,0,hr,medium
8733,0.56,0.92,"Salah lFrog,Smurfs  ,Drug Design,SecCamp ,WebCamp",160,3,0,0,0,accounting,low
8734,0....69,0.94,"Drug Design,WebCamp,Raid Dorms Cook",170,3,0,0,0,IT,high
8735,0.67,0.66,"Salah lFrog, SecCamp ,  AiFest23  ,Raid Dorms Cook,Drug Design,SecCamp ",152,3,0,0,0,RandD,medium
8736,0.86,0.51,"Farmy,  Penalizing System,Smurfs,Drug Design",152,3,0,0,0,technical,low
8737,0.58,0.79,"Drug Design,Smurfs,SecCamp ,  Drug Design  ",196,3,1,0,0,hr,low
8738,0.12,0.59,"SecCamp ,  Drug Design  ,Smurfs",229,6,0,0,0,technical,medium
8739,0.57,0.68,"Smurfs,AiFest23,WebCamp",102,6,0,0,0,technical,medium
8740,0.76,0.85,"  AiFest23  ,WebCamp,Smurfs  ",192,3,0,0,0,marketing,low
8741,0.88,0.83,"Raid Dorms Cook,AiFest23,Smurfs  ,  AiFest23  ",273,10,0,0,0,sales,medium
8742,0.42,0.53,"Farmy,  Penalizing System,Raid Dorms Cook",199,4,0,1,0,technical,medium
8743,0.5,0.48,"  Drug Design  ,SecCamp ,Penalizing System,Drug Design",130,10,0,0,0,sales,high
8744,0.69,0.76,"SecCamp ,WebCamp, SecCamp ",174,6,0,0,0,sales,medium
8745,0.74,0.75,"Farmy,Smurfs  ,Drug Design,Salah lFrog",257,3,0,0,0,support,low
8746,0.42,0.46,"Farmy,Salah lFrog",135,3,0,1,0,technical,low
8747,0.22,0.59," SecCamp ,Farmy,Smurfs  ,  Penalizing System,Penalizing System",162,2,0,0,0,support,low
8748,0.85,0.91," SecCamp ,AiFest23,SecCamp ,Smurfs,  Drug Design  ",226,5,0,1,0,management,medium
8749,0.43,0.51,"  Penalizing System, SecCamp ",132,3,0,1,0,sales,medium
8750,0.98,0.78,"WebCamp, SecCamp ,Raid Dorms Cook",197,2,0,0,0,hr,low
8751,0.21,0.6,"Drug Design,SecCamp ,  Drug Design  ,  Penalizing System,Smurfs  ",249,4,0,0,0,sales,medium
8752,,0.97,"Smurfs,Salah lFrog,  AiFest23  ",115,2,1,0,0,support,low
8753,0.67,0.51,"Drug Design,  AiFest23  ,  Penalizing System,WebCamp,  Drug Design  ",182,3,0,0,0,management,low
8754,0.74,0.86,"Farmy,AiFest23,  AiFest23  ,Smurfs  ,Raid Dorms Cook",262,5,0,1,0,RandD,low
8755,0.59,0.56,"WebCamp,Smurfs  ,Raid Dorms Cook,SecCamp ,Penalizing System",162,4,0,0,0,IT,low
8756,0.4,0.52,"Farmy, SecCamp ",155,3,0,1,0,marketing,low
8757,0.1,0.79,"SecCamp ,Salah lFrog,Raid Dorms Cook,Smurfs  ,AiFest23,Smurfs",274,4,0,1,0,sales,low
8758,0.45,0.45,"Penalizing System,Salah lFrog,  Drug Design  ,AiFest23",168,2,0,0,0,sales,low
8759,,0.77,"WebCamp,AiFest23,  Drug Design  ,  AiFest23  , SecCamp ,Farmy",290,4,0,1,0,technical,medium
8760,0.4,0.65,"  Penalizing System,SecCamp ,WebCamp,Smurfs,Farmy,  AiFest23  ",172,2,1,0,0,technical,low
8761,0.58,0.82,"WebCamp,Salah lFrog,AiFest23,SecCamp ",268,3,0,0,0,sales,medium
8762,1.3183757754585195,0.52,"Penalizing System,WebCamp",160,3,0,1,0,technical,low
8763,,0.71,"  Penalizing System,Penalizing System,SecCamp ",205,4,0,1,0,marketing,low
8764,0.92,0.75,"  Drug Design  ,Penalizing System,AiFest23,  AiFest23  ",212,3,0,0,0,sales,low
8765,0.3,0.53,"WebCamp,SecCamp ,AiFest23",210,6,0,0,0,marketing,medium
8766,0.91,0.59,"SecCamp ,AiFest23,Farmy",266,2,0,0,0,support,medium
8767,0.5,0.51,"  Penalizing System, SecCamp ,WebCamp,Smurfs,Raid Dorms Cook",134,3,0,0,0,product_mng,low
8768,,0.97,"  Drug Design  ,Salah lFrog,Drug Design",198,3,0,0,0,RandD,low
8769,0.72,0.66,"Salah lFrog,  Drug Design  ,SecCamp ",167,3,0,0,0,accounting,medium
8770,0.1,0.83,"  AiFest23  ,Salah lFrog,Raid Dorms Cook,Smurfs,Farmy,Penalizing System",278,4,0,1,0,marketing,medium
8771,0.68,0.85,"Drug Design,WebCamp,Salah lFrog",243,4,0,0,0,technical,medium
8772,,0.96,"Salah lFrog,AiFest23,Penalizing System",179,2,0,0,0,technical,low
8773,0.51,0.61,"WebCamp,  AiFest23  ,Smurfs  ,  Penalizing System",251,2,1,0,0,support,low
8774,0.77,0.76,"  Drug Design  ,Farmy",216,3,1,0,0,accounting,medium
8775,0.75,0.9,"SecCamp ,Smurfs,Drug Design,Farmy,Penalizing System",256,5,0,1,0,support,low
8776,0.11,0.89,"Raid Dorms Cook,WebCamp, SecCamp ,Farmy,Penalizing System,Drug Design,AiFest23",257,4,0,1,0,technical,low
8777,0.91,0.82,"Farmy,  Penalizing System",241,3,0,0,0,sales,medium
8778,0.95,0.9,"Penalizing System,Salah lFrog,  AiFest23  ",155,3,0,0,0,technical,medium
8779,,0.69,"Smurfs,AiFest23,Salah lFrog,  Drug Design  ",207,2,0,0,0,technical,medium
8780,0.29,0.57,"Farmy,SecCamp ,Raid Dorms Cook,WebCamp,Smurfs",149,3,0,0,0,sales,low
8781,0.92,0.6,"Smurfs,SecCamp ,Salah lFrog",179,2,0,0,0,IT,low
8782,0.11,0.8,"AiFest23,  Penalizing System,Raid Dorms Cook,  AiFest23  ,SecCamp ,Farmy",282,4,0,1,0,technical,medium
8783,0.64,1.0,"Salah lFrog,Farmy,Smurfs,Penalizing System",201,2,0,0,0,sales,medium
8784,,0.53,"  Drug Design  ,SecCamp ,  AiFest23  ",142,3,1,0,0,product_mng,medium
8785,0.76,0.81,"  Penalizing System,Raid Dorms Cook,Salah lFrog",225,3,0,0,0,technical,medium
8786,0.98,0.61,"Smurfs,  Penalizing System,Salah lFrog",272,3,0,0,0,sales,medium
8787,0.61,0.97,"WebCamp,Drug Design,Smurfs  ",199,3,1,0,0,accounting,high
8788,0.63,0.75,"WebCamp,  Drug Design  ,Farmy,AiFest23",175,4,0,0,0,hr,medium
8789,0.39,0.89,"Salah lFrog,WebCamp,Drug Design",188,5,0,0,0,support,low
8790,0.98,0.44,"Raid Dorms Cook,AiFest23,Drug Design, SecCamp ",154,6,1,0,0,sales,medium
8791,0................93,0.74,"AiFest23,WebCamp",169,4,0,0,0,support,low
8792,0.65,0.99,"  Penalizing System,  Drug Design  ,Raid Dorms Cook,SecCamp ",200,4,0,0,0,technical,low
8793,0.8,0.8,"  AiFest23  , SecCamp ,AiFest23,WebCamp",146,3,1,0,0,IT,low
8794,0.09,0.93,"Penalizing System,SecCamp ,  Penalizing System,Salah lFrog,  Drug Design  , SecCamp ,Smurfs",270,4,0,1,0,sales,medium
8795,0.28,0.7,"SecCamp ,Drug Design",164,4,0,0,0,IT,medium
8796,0.89,0.61," SecCamp ,Raid Dorms Cook,WebCamp",175,4,0,0,0,sales,medium
8797,0.86,0.89,"SecCamp ,Salah lFrog,Farmy,  AiFest23  ",153,4,0,0,0,sales,low
8798,0.15,0.67,"  Penalizing System,Penalizing System,Drug Design,AiFest23,Smurfs  ,  AiFest23  ",209,5,0,0,0,technical,low
8799,,0.79,"SecCamp ,  Penalizing System, SecCamp ,Farmy",229,4,0,0,0,product_mng,medium
8800,0.92,0.98,"Smurfs,Farmy,  Penalizing System",257,3,0,0,1,sales,medium
8801,0.52,0.84,"  AiFest23  ,Smurfs,AiFest23",261,8,0,0,1,accounting,low
8802,0.8,0.69,"  Penalizing System, SecCamp ,Salah lFrog",164,3,0,0,0,support,medium
8803,0.31,0.86,"  AiFest23  , SecCamp ,Salah lFrog",205,5,0,0,0,product_mng,low
8804,0.89,0.59,"AiFest23,Farmy,Smurfs  ",265,8,0,0,0,RandD,low
8805,0.63,0.66,"AiFest23,Drug Design,Salah lFrog",177,2,1,0,0,support,medium
8806,0.56,0.94," SecCamp ,  Drug Design  ,WebCamp",154,3,1,0,0,support,low
8807,0.51,0.73,"Farmy,Smurfs,Drug Design, SecCamp ",174,3,0,0,0,sales,medium
8808,0.52,0.72,"AiFest23,Penalizing System",247,4,0,0,0,accounting,medium
8809,0.93,0.68,"  Drug Design  ,  Penalizing System,Smurfs",137,3,1,0,0,sales,medium
8810,0.15,0.67,"Raid Dorms Cook,  Drug Design  ,Salah lFrog,Smurfs",264,3,0,0,0,IT,low
8811,0.9,0.65,"  Penalizing System,SecCamp ,Smurfs",254,2,0,0,0,support,high
8812,0.4,0.54,"Raid Dorms Cook,Farmy",141,3,0,1,0,technical,medium
8813,0.09,0.78,"Drug Design,Penalizing System,  AiFest23  ,Farmy,Raid Dorms Cook,Smurfs",254,4,0,1,0,support,low
8814,0.45,0.66,"Smurfs  ,Farmy,WebCamp",111,4,0,0,0,sales,low
8815,0.89,0.86,"Drug Design,  Penalizing System,Salah lFrog,Penalizing System,Raid Dorms Cook",275,5,0,1,0,sales,low
8816,0.37,0.47,"Smurfs,Salah lFrog",141,3,0,1,0,technical,medium
8817,0.36,0.8," SecCamp ,AiFest23,Raid Dorms Cook,Salah lFrog,Farmy",186,4,0,0,0,accounting,medium
8818,0.86,0.85,"Smurfs  ,  Drug Design  ,Farmy,Drug Design,Raid Dorms Cook",267,5,0,1,0,sales,medium
8819,0.37,0.72,"Drug Design,WebCamp,Smurfs  ",169,2,1,0,0,support,medium
8820,0.82,0.52,"WebCamp,  Penalizing System,SecCamp ,Drug Design,Smurfs",270,3,0,0,0,technical,medium
8821,0.62,0.86,"WebCamp,  Drug Design  ,  AiFest23  , SecCamp ",181,2,0,0,0,IT,low
8822,0.16,0.69,"Drug Design,Raid Dorms Cook,  Drug Design  ,Smurfs",187,5,0,0,0,marketing,medium
8823,0.9,0.54,"Penalizing System,Smurfs,  AiFest23  ,Farmy",172,4,0,0,0,sales,medium
8824,0.66,0.65,"  Drug Design  ,Salah lFrog,  AiFest23  ,WebCamp",244,2,0,0,0,IT,medium
8825,0.64,0.75,"Drug Design,Salah lFrog,  Drug Design  ,Farmy",170,3,0,0,0,support,medium
8826,0.4,0.37,"Salah lFrog,SecCamp ,  Penalizing System",169,3,1,0,0,support,medium
8827,0.86,0.68,"Smurfs,  AiFest23  ,  Drug Design  ,Farmy,Raid Dorms Cook",263,2,0,1,0,technical,medium
8828,0.51,0.56,"WebCamp,Smurfs,  Penalizing System,Raid Dorms Cook",157,3,0,0,0,IT,medium
8829,0.93,0.98,"Farmy, SecCamp ,AiFest23,WebCamp",189,10,0,0,0,sales,medium
8830,0.11,0.97," SecCamp ,  AiFest23  ,  Drug Design  ,Raid Dorms Cook,Smurfs  ,Drug Design",277,4,0,1,0,product_mng,medium
8831,0.1,0.9,"Farmy,Raid Dorms Cook,Drug Design,Smurfs  ,SecCamp ,Smurfs,  AiFest23  ",286,4,0,1,0,sales,low
8832,0.38,0.47,"Penalizing System,Salah lFrog",128,3,0,1,0,sales,medium
8833,0.61,0.73,"Drug Design,Salah lFrog,Smurfs,SecCamp ,Raid Dorms Cook",156,4,0,0,0,sales,low
8834,0.98,0.74,"Smurfs,Raid Dorms Cook,Farmy",185,3,0,0,0,sales,medium
8835,0.67,0.68,"Penalizing System,Smurfs, SecCamp ,Farmy",254,3,0,0,0,technical,low
8836,0.87,1.0,"Farmy,WebCamp,  Drug Design  ",148,3,0,0,0,marketing,low
8837,0.51,0.52,"  Drug Design  ,Smurfs,Penalizing System",188,3,0,0,0,technical,high
8838,0.73,0.69,"Farmy,Salah lFrog,Drug Design,Raid Dorms Cook",171,3,0,0,0,product_mng,medium
8839,0.83,0.93,"  Drug Design  ,  AiFest23  ,Penalizing System,Smurfs  ,AiFest23",241,3,0,0,0,sales,low
8840,0.46,0.48," SecCamp ,Farmy",161,3,0,1,0,technical,low
8841,0.69,0.56,"Smurfs,Smurfs  ,Penalizing System",183,4,1,0,0,RandD,low
8842,0.73,0.91,"  Drug Design  ,WebCamp,Farmy,Drug Design",248,2,1,0,0,technical,medium
8843,0.7,0.68,"Raid Dorms Cook,  Penalizing System,SecCamp ,Smurfs  , SecCamp ",225,7,0,0,0,sales,medium
8844,0.89,0.98,"SecCamp ,Smurfs,Smurfs  ,Drug Design",242,6,0,1,0,marketing,low
8845,0.54,0.58," SecCamp ,Raid Dorms Cook,WebCamp,Drug Design",178,3,0,0,0,hr,medium
8846,0.75,0.89,"  Penalizing System,Raid Dorms Cook,Salah lFrog,Farmy,SecCamp ,AiFest23",250,2,0,0,0,marketing,medium
8847,0.48,0.89,"  Drug Design  ,Drug Design,SecCamp ,Penalizing System,Smurfs",179,3,0,0,0,management,medium
